ID,Borough,Name,Overall_Pop,Race_White,Race_Black,Race_Asian,Race_Latino,Race_Other,Age0to17,Age18to24,Age25to44,Age45to64,Age65plus,Ltd_Eng_Prof,lower_95CL,upper_95CL,NYC_Comparison,Born_Outside_US,lower_95CL,upper_95CL,NYC_Comparison,School_Absent,NYC_comparison,On_Time_HS_Grad,NYC_Comparison,Edu_Did_Not_Complete_HS,lower_95CL,upper_95CL,NYC_Comparison,Edu_HSGrad_Some_College,lower_95CL,upper_95CL,NYC_Comparison,Edu_College_Degree_And_Higher,lower_95CL,upper_95CL,NYC_Comparison,Poverty,Unemployment,lower_95CL,upper_95CL,NYC_Comparison,Rent_Burden,lower_95CL,upper_95CL,NYC_Comparison,Avertable_Death,Assault_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Jail_Incarceration,Helpful_Neighbor,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Homes_No_Defects,Homes_No_Defects_reliability_note,Homes_Roach,Homes_Roach_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,Homes_AC,Homes_AC_reliability_note ,lower_95CL,upper_95CL,NYC_Comparison,Air_Pollution,Bike_Coverage,NYC_comparison,Pedestrian_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Ratio_Bodega_Supermarket,Farmers_Markets,Late_No_Prenatal,NYC_Comparison,Preterm_Births,NYC_Comparison,Teen_Births,Teen_Births_reliability_note,NYC_Comparison,Child_Obesity,lower_95CL,upper_95CL,NYC_Comparison,Child_Asthma,Avoidable_Child_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Self_Rep_Health,Self_Rep_Health_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Physical_Activity,Physical_Activity_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Sugary_Drink,Sugary_Drink_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Fruit_Veg,Fruit_Veg_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Smoking,Smoking_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Uninsured,Uninsured_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Unmet_Med_Care,Unmet_Med_Care_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Avoidable_Adult_Hosp,lower_95CL,upper_95CL,NYC_Comparison,Falls_Hosp,lower_95CL,upper_95CL,NYC_Comparison,HPV_Vaccination_All,HPV_Vaccincation_note,Flu_Vaccination,Flu_Vaccination_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Obesity,Obesity_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Diabetes,Diabetes_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Hypertension,Hypertension_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,HIV_Diagnoses,HIV_Diagnoses_reliability_note,HepC_Reports,Binge_Drink,Binge_Drink_reliability_note,lower_95CL,upper_95CL,NYC_Comparison,NYC_Comparison_Pvalues,Psych_Hosp,lower_95CL,upper_95CL,NYC_comparison,Infant_Mort,Infant_Mort_reliability_note,lower_95CL,upper_95CL,NYC_comparison,Premature_Mort_Number,Premature_Mort_Rate,NYC_Comparison,Life_Expectancy,lower_95CL,upper_95CL,NYC_Comparison
407,Queens,Flushing and Whitestone,265650,25,2,54,16,2,17,6,26,29,22,53,51.7,53.9,Higher,57,56.2,57.7,Lower,10,Lower,87,Higher,24,22.8,24.9,Higher,40,38.8,41,Higher,36,35.4,37.2,Lower,24,4,4,5,Lower,46,43,50,Same,10,17,14.3,20.2,Lower,69,70,63.5,76.4,Lower,0.039,62,,21,,15.8,25.7,Similar,94,,91.1,97.1,Similar,6.3,7,Lower,24,20.5,27.3,Similar,4,1,5.3,Lower,7.6,Lower,6.3,,Lower,16,14.4,17.2,Lower,77,356,263,470,Lower,73.8,,65.9,80.3,Similar,0.174,60,,50.9,68.2,Lower,0.002,12,,7.8,16.9,Lower,<0.001,96,*,93.4,98,Higher,<0.001,9,,5.1,16.3,Similar,0.446,16,,9.6,25.4,Similar,0.411,10,,6.6,16,Similar,0.338,603,424.8,782.1,Lower,1273,1211.7,1333.9,Lower,85,,46,,39.3,53.3,Similar,0.39,12,,7.1,19.5,Lower,<0.001,9,,6.2,13.8,Similar,0.11,22,,16.1,28.9,Similar,0.141,6.7,,24.5,15,,10.8,21.7,Similar,0.347,531,494,568.7,Lower,4.8,,3.2,7,Similar,1144,133.1,Lower,84.1,83.8,84.4,Higher
408,Queens,Hillcrest and Fresh Meadows,155477,30,12,36,18,3,20,9,26,27,19,28,26.1,29.4,Higher,47,45.5,48.5,Lower,18,Lower,87,Higher,14,12.7,15.1,Lower,37,35.2,38.7,Same,49,47.4,50.8,Higher,18,8,7,9,Higher,47,44,50,Same,13,22,18,26.5,Lower,90,72,63.1,78.9,Similar,0.176,64,,23,,15.5,29.9,Similar,95,,92,97.8,Higher,6,13,Lower,23,18.8,27.5,Similar,5,1,6.6,Similar,9.1,Similar,4.6,,Lower,17,15.5,19.2,Lower,125,403,290.7,545.3,Lower,75.3,,68.3,81.1,Similar,0.295,75,,68.6,81.2,Similar,0.575,23,,15.8,32.4,Similar,0.836,91,,85.6,94.9,Similar,0.405,9,,5.1,15.9,Similar,0.422,17,,10,27.6,Similar,0.32,8,,4.5,13.5,Lower,0.034,901,665.2,1136.1,Similar,1301,1214.6,1388.1,Lower,67,,51,,42.9,59.9,Similar,0.64,23,,15.9,31.1,Similar,0.574,12,,8.3,16.9,Similar,0.874,29,,23.8,34.6,Similar,0.389,6.7,,14.2,21,,14.7,28.7,Similar,0.423,252,222.5,282.3,Lower,2.1,,1,3.8,Lower,609,87.6,Lower,87.4,87,87.9,Higher
409,Queens,Kew Gardens and Woodhaven,146449,18,9,28,41,4,23,8,28,27,13,27,25.8,28.4,Higher,52,50.5,52.9,Lower,20,Lower,87,Higher,21,20.4,22.6,Higher,44,42.3,45.2,Higher,35,33.8,35.7,Lower,19,6,5,6,Similar,53,50,56,Higher,26,43,36.5,48.5,Lower,139,79,73,83.2,Similar,0.569,66,*,15,,7.4,22.3,Lower,92,,87.6,96.2,Similar,6.1,0,Lower,25,20.2,29.6,Similar,9,3,10,Higher,9.1,Similar,11.3,,Similar,24,22.5,25.3,Higher,118,816,650.2,1012,Higher,78,,71.5,83.4,Similar,0.825,76,,67.6,82.4,Similar,0.581,24,,17.5,32.4,Similar,0.593,85,,74.7,91.8,Similar,0.311,10,,5.7,15.6,Similar,0.469,12,,8.1,18.2,Similar,0.893,19,,13.3,26.5,Similar,0.051,1125,842.8,1408.2,Similar,1460,1346.6,1572.6,Lower,74,,49,,41.2,57.2,Similar,0.96,26,,19.2,35,Similar,0.695,14,,10.1,19.8,Similar,0.431,27,,21.7,32.5,Similar,0.933,10.6,,19.8,13,,8.7,18.9,Similar,0.051,324,293,354.8,Lower,2.3,,1.3,3.8,Lower,896,109.5,Lower,86.1,85.7,86.4,Higher
410,Queens,South Ozone Park and Howard Beach,124663,24,20,26,24,6,22,8,26,28,16,14,12.5,14.8,Lower,45,43.6,46.2,Lower,20,Lower,88,Higher,22,20.4,22.9,Higher,48,46.4,49.5,Higher,30,29,31.7,Lower,15,7,6,7,Similar,53,48,57,Same,33,32,26.4,38.1,Lower,154,80,73.5,85.6,Similar,0.303,70,*,11,,5.4,15.5,Lower,94,*,90,98.6,Similar,5.8,5,Lower,21,16.7,26.3,Similar,8,0,9.3,Higher,10.2,Higher,9.5,,Lower,21,20.1,22.4,Similar,100,656,485,866.7,Similar,74,,65.9,80.7,Similar,0.213,75,,68.5,81.2,Similar,0.587,18,,12.9,25.3,Similar,0.215,89,,83.2,92.9,Similar,0.845,9,,5.8,15.1,Similar,0.426,17,,10.7,25.6,Similar,0.259,13,,7.4,21.3,Similar,0.954,1210,900.7,1519.2,Similar,1380,1274.5,1485.9,Lower,64,,49,,40.8,56.4,Similar,0.849,35,,26.9,43.1,Higher,0.018,16,,10.6,23.7,Similar,0.247,29,,22.2,36,Similar,0.564,12.5,,22.3,16,,11.1,23,Similar,0.542,339,308.3,370.2,Lower,2.9,,1.7,4.5,Similar,937,108.8,Lower,86.9,86.5,87.2,Higher
411,Queens,Bayside and Little Neck,119469,41,2,44,11,2,19,6,24,30,21,31,29.4,32.1,Higher,43,42.1,44.4,Lower,7,Lower,93,Higher,12,11.5,13.3,Lower,36,34.4,37.7,Same,52,49.9,53.2,Higher,13,4,3,5,Lower,46,43,49,Lower,16,8,5.6,12.4,Lower,42,78,70.9,84.4,Similar,0.703,83,*,8,,3.1,12,Lower,94,*,89.9,97.6,Similar,6,7,Lower,10,7.1,14.3,Lower,3,0,4.1,Lower,6.5,Lower,0.8,*,Lower,13,11.4,14.2,Lower,35,^,^,^,^,80.3,*,66.1,89.5,Similar,0.779,69,*,57,79.3,Similar,0.447,17,*,8.3,32.9,Similar,0.435,96,*,92.3,98.1,Higher,<0.001,9,,5.6,15.3,Similar,0.434,10,*,4,21.8,Similar,0.482,9,,4.8,15,Similar,0.122,578,405.1,750.5,Lower,835,762.6,907.6,Lower,69,,56,*,45.3,65.7,Similar,0.224,11,,7.2,16.3,Lower,<0.001,6,,3.5,9.2,Lower,<0.001,24,,18.6,30.5,Similar,0.402,3.5,,20.2,23,,16.7,29.8,Similar,0.168,320,287.3,353.1,Lower,3.3,,1.9,5.3,Similar,1181,150.8,Lower,81.9,81.7,82.2,Higher
412,Queens,Jamaica and Hollis,231221,2,66,12,17,3,21,8,27,27,17,15,13.9,15.9,Lower,43,42.1,44.3,Lower,25,Higher,82,Similar,18,17.4,19.3,Same,52,50.5,53,Higher,30,28.8,31,Lower,17,8,8,9,Higher,52,49,55,Same,32,68,61.7,74.1,Higher,324,78,72.1,83,Similar,0.722,42,*,20,,14,25.2,Similar,84,,79.6,88.9,Lower,5.9,1,Lower,26,21.8,29.3,Similar,11,1,12.1,Higher,12.4,Higher,15.2,,Similar,24,22.4,24.7,Higher,204,809,662.7,954.5,Higher,78.9,,71.5,84.8,Similar,0.947,76,,68.8,82.6,Similar,0.423,30,,22.5,37.7,Similar,0.055,87,,79.8,92.2,Similar,0.465,11,,6.2,18.5,Similar,0.9,13,,8.5,18.5,Similar,0.989,12,,6.9,19.9,Similar,0.844,1619,1285,1952.3,Similar,885,822.5,947.3,Lower,83,,41,,33.8,49.6,Lower,0.047,25,,18.2,32.9,Similar,0.996,16,,10.5,22.9,Similar,0.269,25,,19.6,31.7,Similar,0.646,24.1,,19.6,10,,6.6,15.3,Lower,<0.001,348,304,391.8,Lower,2.3,,1,4.3,Similar,558,99.3,Lower,85.2,84.9,85.5,Higher
413,Queens,Queens Village,193280,12,55,18,12,3,19,7,25,29,19,13,12.1,13.6,Lower,42,41.3,43.4,Lower,18,Lower,89,Higher,12,11.6,13.2,Lower,48,46.7,49.3,Higher,40,38.6,40.6,Lower,11,6,6,7,Similar,51,47,55,Same,25,29,24.8,34,Lower,164,84,78.7,88.6,Higher,0.004,56,*,8,,4.3,11.9,Lower,93,,89,96.6,Similar,5.8,5,Lower,13,9.9,16.1,Lower,9,3,7.8,Higher,10.9,Higher,6.6,,Lower,21,19.5,22.9,Similar,107,655,509.3,828.3,Similar,78.8,,71.4,84.8,Similar,0.964,68,,60.3,75.7,Similar,0.185,22,,15.7,29.1,Similar,0.865,92,,86.4,95.3,Similar,0.259,13,,8.1,20.9,Similar,0.534,11,,7,17.5,Similar,0.589,10,,5.7,16.7,Similar,0.324,1235,950.6,1518.9,Similar,667,612.3,721.1,Lower,61,,45,,37.7,53.3,Similar,0.308,40,,32.3,48.5,Higher,<0.001,16,,11.6,22.6,Similar,0.136,26,,20.5,31.9,Similar,0.786,13.9,,26.9,8,,4.6,14.4,Lower,<0.001,362,333.9,390.1,Lower,3.5,,2.3,5.1,Similar,1485,113.1,Lower,85.2,85,85.4,Higher
414,Queens,Rockaway and Broad Channel,112669,33,39,3,22,2,25,8,25,26,17,12,11.1,13.7,Lower,27,25.3,28.7,Lower,32,Higher,77,Lower,19,17.8,20.7,Same,44,41.4,46,Higher,37,35.2,38.9,Lower,17,8,7,9,Higher,49,46,53,Same,52,71,61.6,79.7,Higher,394,82,73.7,87.5,Similar,0.2,53,*,25,,17.9,31.8,Similar,83,,77.7,88.7,Lower,5.3,16,Higher,17,12.7,21.6,Lower,4,3,9,Higher,10.5,Higher,18.7,,Higher,23,20.2,25.5,Similar,194,403,283.6,555.2,Lower,81.6,,72.5,88.1,Similar,0.462,80,,70.7,87.4,Similar,0.112,24,*,15.1,35.6,Similar,0.754,87,*,76,93.1,Similar,0.519,15,,8.6,25.2,Similar,0.353,18,*,9.4,30.8,Similar,0.347,16,*,8.6,29,Similar,0.453,1738,1378.4,2098.2,Similar,1557,1444.5,1669.2,Similar,66,,52,*,40.4,62.5,Similar,0.704,31,*,21.5,41.9,Similar,0.249,12,,7,21.2,Similar,0.975,31,,24.1,40,Similar,0.224,13.7,,27.1,10,,5.5,16.6,Lower,0.003,446,406.7,485.3,Lower,3.7,,2.2,5.8,Similar,817,110.1,Lower,84.9,84.7,85.2,Higher
501,Staten Island,St. George and Stapleton,189893,35,21,12,30,2,23,9,27,26,14,12,11.5,13.2,Lower,26,24.8,27,Lower,28,Higher,79,Similar,16,14.4,16.6,Lower,46,43.9,47.2,Higher,39,37.6,40.3,Lower,20,5,4,6,Lower,52,48,55,Same,40,94,86.1,102.7,Higher,414,79,72.2,84.9,Similar,0.497,64,*,12,,7.4,15.5,Lower,91,,86.6,94.8,Similar,5.8,10,Lower,47,40.7,52.4,Higher,18,2,2.5,Lower,10.7,Higher,15.9,,Higher,23,21.1,24.1,Similar,157,407,300.3,539.9,Lower,78.7,,72,84.2,Similar,0.981,72,,65.2,78.6,Similar,0.712,25,,19,33,Similar,0.382,87,,80.2,91.8,Similar,0.405,20,,14.3,26.9,Higher,0.007,10,,6.1,14.4,Similar,0.129,11,,6.9,16.8,Similar,0.491,1284,1026.6,1541.3,Similar,1859,1752.2,1965.7,Higher,60,,46,,37.8,53.5,Similar,0.34,34,,26.6,41.2,Higher,0.018,15,,10.3,20.2,Similar,0.359,23,,18.5,28.6,Similar,0.191,11.5,,27.9,17,,10.6,26.5,Similar,0.823,533,488.5,577.4,Lower,2.8,,1.6,4.6,Similar,1003,141.2,Lower,83.5,83.2,83.8,Higher
502,Staten Island,South Beach and Willowbrook,142374,63,3,18,14,2,20,8,25,28,19,14,12.8,15,Lower,29,27.2,30.2,Lower,16,Lower,88,Higher,12,10.6,12.7,Lower,47,45.5,48.8,Higher,41,39.8,42.7,Lower,12,5,4,6,Lower,47,42,51,Same,31,40,33.9,46.7,Lower,121,83,76,88.9,Similar,0.05,87,*,3,*,1.1,4.5,Lower,98,*,95.9,100,Higher,5.6,8,Lower,32,26.7,37.9,Higher,8,1,2.1,Lower,8.6,Lower,4.6,,Lower,20,18.2,20.8,Similar,43,200,109.5,335.9,Lower,80.5,,73.3,86.1,Similar,0.582,71,,63,78.2,Similar,0.522,18,,12.1,25,Similar,0.165,93,,88.1,95.7,Similar,0.076,18,,11.8,25.5,Similar,0.068,4,*,2.4,8.2,Lower,<0.001,11,,6.6,17.5,Similar,0.534,1111,823.3,1397.8,Similar,3171,3035.6,3306,Higher,41,,44,,36.1,52,Similar,0.183,24,,17.5,32.1,Similar,0.842,7,,4.3,10,Lower,<0.001,23,,16.6,30.5,Similar,0.282,4.4,,33.4,19,,12.5,27.1,Similar,0.847,508,459.4,555.8,Lower,2.7,,1.3,4.9,Similar,981,159.5,Similar,81.9,81.6,82.2,Higher
503,Staten Island,Tottenville and Great Kills,160506,81,1,7,10,1,21,8,25,28,18,7,6.4,8,Lower,16,14.8,17.1,Lower,14,Lower,93,Higher,7,6,7.4,Lower,50,48,51.7,Higher,43,41.9,45,Same,12,4,3,5,Lower,39,34,45,Lower,38,25,20.3,29.5,Lower,96,85,79,90.1,Higher,0.003,78,*,<1,*,0,1.1,Lower,97,*,94.3,99,Higher,5.3,4,Lower,19,14.9,22.8,Similar,6,0,1.4,Lower,8.7,Lower,1.9,,Lower,17,16.2,18.6,Lower,24,140,72.3,244.5,Lower,88.7,,84,92.1,Higher,<0.001,72,,64.2,79.1,Similar,0.719,18,,12.2,25.1,Similar,0.172,88,,82.1,92.6,Similar,0.673,14,,9,20.7,Similar,0.39,4,*,1.8,8.1,Lower,<0.001,9,,5.1,14.2,Similar,0.078,894,646.5,1141.4,Similar,1530,1438.8,1621.3,Similar,32,,38,,30.9,46.5,Lower,0.006,28,,21.8,35.8,Similar,0.322,10,,6.9,15.6,Similar,0.394,22,,17.3,27.6,Similar,0.083,2.6,,14.9,10,,6.5,15,Lower,<0.001,324,281.7,367.1,Lower,6.4,,3.2,11.4,Similar,507,84.8,Lower,84.9,84.6,85.2,Higher
